strain	date	country	date_submitted	recency	lineage	region	host	clade_membership	author	accession	dinuc_context_fraction	GA_CT_fraction
MpxV/human/CAN/UN-NML-4119/2022	2022-07-04	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279049		
MpxV/human/CAN/UN-NML-4142/2022	2022-07-02	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279044		
MpxV/human/CAN/UN-NML-4152/2022	2022-07-04	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279047		
MpxV/human/CAN/UN-NML-3582/2022	2022-06-08	Canada	2022-07-19	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013008	1.00	1.00
MpxV/human/CAN/UN-NML-3214/2022	2022-05-30	Canada	2022-06-30	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880511		
MpxV/human/CAN/UN-NML-3393/2022	2022-06-03	Canada	2022-07-14	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	ON983160		
B1118346	2022-08-15	USA	2022-11-01	Older	B.1.4	North America	Homo sapiens	IIb	Bajwa,M.I., Miller,H.	OP751211	1.00	1.00
MpxV/human/CAN/UN-NML-4138/2022	2022-06-28	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279042		
MpxV/human/CAN/UN-NML-4122/2022	2022-07-03	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279040	1.00	1.00
MpxV/human/CAN/UN-NML-4097/2022	2022-07-04	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279034	1.00	1.00
MpxV/human/CAN/UN-NML-3558/2022	2022-06-09	Canada	2022-07-14	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	ON983164	1.00	1.00
hMpxV/UK/LMO-010a/2022	2022-06-21	United Kingdom	2022-09-08	Older	B.1.4	Europe	Homo sapiens	IIb	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390189	1.00	1.00
hMpxV/UK/LMO-024a/2022	2022-06-24	United Kingdom	2022-09-08	Older	B.1.4	Europe	Homo sapiens	IIb	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390193		
MpxV/human/CAN/UN-NML-2928/2022	2022-05-21	Canada	2022-06-21	Older	B.1.4	North America	Homo sapiens	IIb	Knox,N., Hole,D., Duggan,A., Yadav,C., Haidl,E., Chapel,M., Graham,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Hagan,M., Griffiths,E., Leung,A., Safronetz,D., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON803413		
MpxV/human/CAN/UN-NML-3532/2022	2022-06-07	Canada	2022-07-14	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	ON983163		
MpxV/human/CAN/UN-NML-2930/2022	2022-05-21	Canada	2022-06-21	Older	B.1.4	North America	Homo sapiens	IIb	Knox,N., Hole,D., Duggan,A., Yadav,C., Haidl,E., Chapel,M., Graham,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Hagan,M., Griffiths,E., Leung,A., Safronetz,D., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON803414		
MpxV/human/CAN/UN-NML-2906/2022	2022-05-20	Canada	2022-06-30	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880505		
MpxV/human/CAN/UN-NML-4094/2022	2022-07-06	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279033	1.00	1.00
MpxV/human/CAN/UN-NML-4057/2022	2022-07-08	Canada	2022-08-22	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270029		
MpxV/human/CAN/UN-NML-3293/2022	2022-06-01	Canada	2022-07-14	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	ON983159		
MpxV/human/CAN/UN-NML-3193/2022	2022-05-31	Canada	2022-06-30	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880510		
MpxV/human/CAN/UN-NML-4103/2022	2022-07-04	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279035		
MpxV/human/CAN/UN-NML-4155/2022	2022-06-29	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279048	1.00	1.00
MpxV/human/CAN/UN-NML-2959/2022	2022-05-22	Canada	2022-06-30	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880506	1.00	1.00
MpxV/human/CAN/UN-NML-4144/2022	2022-07-04	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279045		
MpxV/human/CAN/UN-NML-4113/2022	2022-07-04	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279037		
MpxV/human/CAN/UN-NML-3936/2022	2022-06-30	Canada	2022-07-26	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J.	OP062236		1.00
MpxV/human/CAN/UN-NML-4140/2022	2022-06-30	Canada	2022-08-23	Older	B.1.4	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279043		
MPX_J6xzTO_9000286	2022-08-01	United Kingdom	2022-09-12	Older	B.1.4	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415246		
MPX_J6xzTO_9000287	2022-08-25	United Kingdom	2022-09-12	Older	B.1.4	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415247	1.00	1.00
Slovenia-MPXV-26-2022	2022-07-08	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605568	0.67	1.00
MPXV/Germany/2022/RKI045	2022-06-07	Germany	2022-06-14	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755251	1.00	1.00
Slovenia-MPXV-22-2022	2022-07-01	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605564	0.50	1.00
Slovenia-MPXV-20-2022	2022-07-01	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605562		
Slovenia-MPXV-32-2022	2022-07-24	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605574		
Slovenia-MPXV-21-2022	2022-07-24	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605563		
Slovenia-MPXV-18-2022	2022-07-31	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605560	1.00	0.67
MPXV/Human/USA/CA-LACPHL-MA00337/2022	2022-10-14	USA	2022-11-30	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.	OP920675		
MPXV/Human/USA/CA-LACPHL-MA00292/2022	2022-10-07	USA	2022-11-24	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890550	1.00	1.00
Monkeypox virus/Human/USA/CA-LACPHL-MA00263/2022	2022-09-30	USA	2022-11-01	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP748949		
Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022	2022-10-17	USA	2022-11-01	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP748966		
hMPX/USA/CA-LACPHL-MA00163/2022	2022-09-22	USA	2022-10-04	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP580596	1.00	1.00
MPXV/Spain/HUNSC_ITER_0001b/2022	2022-05-31	Spain	2022-06-16	Older	B.1.3	Europe	Homo sapiens	IIb	Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C.	ON782055		
RNA_1tvo2i	2022-07-04	Slovakia	2022-07-27	Older	B.1.3	Europe	Homo sapiens	IIb		OX248696	1.00	1.00
Monkeypox/PT0562/2022	2022-09-01	Portugal	2022-09-30	Older	B.1.3	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555633	1.00	1.00
MPX_0MZd8B_9000260	2022-08-01	United Kingdom	2022-09-12	Older	B.1.3	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415229		
MPXV_UK_2022_9000061	2022-05-27	United Kingdom	2022-08-11	Older	B.1.3	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205067		
hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022	2022-06-01	Switzerland	2022-06-17	Older	B.1.3	Europe	Homo sapiens	IIb	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	ON792320	1.00	1.00
MPXV/Germany/2022/ON/RKI670	2022-05-19	Germany	2023-01-24	1-2 days ago	B.1.3	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ274889		
MPXV/Germany/2022/ON/RKI669	2022-05-19	Germany	2023-01-24	1-2 days ago	B.1.3	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ274888		
MPX-37/Finland/2022	2022-05-24	Finland	2022-06-16	Older	B.1.3	Europe	Homo sapiens	IIb	Kant,R., Smura,T., Vauhkonen,H., Vapalahti,O.	ON782021		
MPXV/Spain/HUNSC_ITER_0001a/2022	2022-05-31	Spain	2022-06-16	Older	B.1.3	Europe	Homo sapiens	IIb	Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C.	ON782054		0.50
MPXV_FR_HCL0001_2022	2022-05-22	France	2022-05-27	Older	B.1.3	Europe	Homo sapiens	IIb		ON622722		
MPXV_SI2022_S3	2022-06-01	Slovenia	2022-06-14	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754984		
MPX_7f1tnH_9000280	2022-08-01	United Kingdom	2022-09-12	Older	B.1.3	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415242		
Monkeypox/PT0525/2022	2022-08-18	Portugal	2022-09-30	Older	B.1.3	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555596		
NJ-MPXV-041	2022-07-18	USA	2022-11-22	Older	B.1.3	North America	Homo sapiens	IIb	Palmateer,N.C.	OP879755	1.00	1.00
Monkeypox/PT0518/2022	2022-08-17	Portugal	2022-09-30	Older	B.1.3	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555589		
SI2022_S7	2022-06-01	Slovenia	2022-06-24	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON838178		
Slovenia-MPXV-08-2022	2022-06-01	Slovenia	2022-10-11	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605551		
MPXV/Germany/2022/RKI042	2022-06-01	Germany	2022-06-14	Older	B.1.3	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755248		
MPXV_SI2022_S4	2022-06-01	Slovenia	2022-06-14	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754985		
Slovenia-MPXV-09-2022	2022-06-01	Slovenia	2022-10-11	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605552		
MPXV22/human/USA-NE-211	2022-08-24	USA	2022-10-11	Older	B.1.3	North America	Homo sapiens	IIb	Tegomoh,B., Cross,S.T., Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., Pratt,C.B., Warden,D.E., Iwen,P.C., Donahue,M., Wiley,M.R.	OP604565		
MpxV/human/USA/WA-UW-077466/2022	2022-07-01	USA	2022-10-31	Older	B.1.3	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743951		
MPXV_SI2022_S5	2022-06-01	Slovenia	2022-06-14	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754986		
MPXV/Germany/2022/ON/RKI451	2022-09-01	Germany	2022-10-12	Older	B.1.3	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615322		
MPXV/Germany/2022/ON/RKI311	2022-08-01	Germany	2022-09-02	Older	B.1.3	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP355570		
MPXV_UK_2022_9000188	2022-06-29	United Kingdom	2022-08-11	Older	B.1.3	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205133	1.00	1.00
MPXV/Germany/2022/RKI050	2022-06-16	Germany	2022-06-14	Older	B.1.3	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755256		
MpxV/human/USA/WA-UW-081469/2022	2022-08-01	USA	2022-09-15	Older	B.1.3	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP442944	1.00	1.00
MPXV_SI2022_S1_VEROE6	2022-05-23	Slovenia	2022-06-14	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754987		
SLO	2022-05-23	Slovenia	2022-05-26	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Skubic,C., Rozman,D., Korva,M., Poljak,M., Avsic Zupanc,T.	ON609725		
MPXV/Germany/2022/RKI439	2022-09-30	Germany	2022-10-06	Older	B.1.3	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP594203	1.00	1.00
MPXV/ITM_pt_31/Belgium/27-May-2022	2022-05-27	Belgium	2022-07-08	Older	B.1.3	Europe	Homo sapiens	IIb	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., Van den Bossche,D., Florence,E., Rezende,A.M., Vercauteren,K., Van Esbroeck,M.	ON950045		
MPXV/ITM_pt_25/Belgium/16-Jun-2022	2022-06-16	Belgium	2022-08-04	Older	B.1.3	Europe	Homo sapiens	IIb	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144214		
MPXV/ITM_pt_16/Belgium/10-Jun-2022	2022-06-10	Belgium	2022-08-04	Older	B.1.3	Europe	Homo sapiens	IIb	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144212		
Slovenia-MPXV-28-2022	2022-07-11	Slovenia	2022-10-11	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605570		
Slovenia-MPXV-36-2022	2022-07-31	Slovenia	2022-10-11	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605578	1.00	0.67
